AQP4	GAD1	NEUROD2	NEUROD2_GAD1	PAX6	PAX6_AQP4	PAX6_GAD1	PAX6_NEUROD2	PAX6_NEUROD2_GAD1	PDGFRA	PDGFRA_GAD1	PDGFRA_NEUROD2	PTPRC	PTPRC_NEUROD2
JMJD8	19	44	639	127	114	6	4	216	1	8	0	15	7	14
JMY	143	775	5180	994	409	4	2	1707	57	410	19	81	128	80
JOSD1	247	544	5708	1084	850	18	57	1846	58	201	18	224	162	59
JOSD2	76	287	4217	490	1671	417	2	989	0	194	81	24	215	272
JPH1	34	41	1585	174	704	12	3	1055	7	15	125	19	62	1
JPH2	0	0	0	0	45	0	0	1	0	0	0	0	0	0
JPH3	79	1367	5909	2683	621	12	63	1811	20	232	45	467	85	46
JPH4	63	2615	22894	4938	953	341	17	4644	88	1261	226	771	134	600
JPX	38	581	2341	427	895	195	11	973	239	99	3	79	43	49
JRK	104	646	3922	340	1170	279	0	1306	90	194	23	409	4	195
JRKL	74	177	2298	278	379	208	65	703	49	126	6	100	114	23
JRKL-AS1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JSRP1	0	0	7	0	0	0	0	0	0	0	0	0	0	0
JTB	701	2623	20595	2653	5323	706	453	6613	132	1483	361	677	869	774
JUN	1799	2340	15498	1410	14524	2873	332	7473	209	3017	108	604	6168	1059
JUNB	804	992	2251	673	1612	246	69	560	2	1012	35	124	4226	1026
JUND	15	478	4993	898	1988	490	102	3020	221	331	35	269	223	267
JUP	141	1338	11419	2052	1013	156	193	2422	311	166	113	375	175	257
KAAG1	0	0	3	0	19	0	0	0	0	0	0	0	0	12
KALRN	27	1417	6361	2832	1585	169	150	2024	65	80	76	510	68	34
KANK1	51	143	544	273	921	212	0	386	3	748	374	407	5	6
KANK2	0	75	317	53	354	2	73	118	1	33	0	44	164	7
KANK3	0	76	876	274	52	18	11	320	0	16	9	77	0	20
KANK4	0	45	126	51	24	0	0	2	0	2	0	1	0	1
KANSL1	11	1016	9303	1210	2527	89	56	3811	116	704	239	170	95	70
KANSL1-AS1	0	41	714	81	212	0	0	286	122	31	0	0	47	2
KANSL1L	96	267	1992	584	331	100	0	249	52	33	9	203	119	0
KANSL2	102	1739	10012	1130	2390	255	146	2795	129	291	144	181	315	82
KANSL3	35	776	5090	1017	973	85	44	1794	60	130	8	197	273	158
KANTR	1	93	936	135	127	18	5	151	7	35	5	10	21	10
KARS	402	2927	28588	2795	9188	686	356	7018	385	1229	385	423	490	269
KAT2A	114	347	4261	1069	991	511	46	1289	30	389	110	578	528	140
KAT2B	81	493	1126	287	754	558	4	521	47	507	107	24	288	3
KAT5	0	9	151	115	6	0	1	0	0	0	0	0	0	0
KAT6A	402	1751	14688	2494	5372	476	185	4673	248	897	93	672	464	355
KAT6B	314	4179	29391	4022	6873	494	117	9715	572	1119	147	910	675	459
KAT7	289	729	4006	824	1820	301	70	1576	10	682	97	360	182	94
KAT8	114	398	5278	1120	1423	12	203	1488	19	232	44	186	500	28
KATNA1	193	998	5945	429	2084	204	109	2092	109	290	7	215	190	97
KATNAL1	165	352	4570	1305	1764	188	4	1876	288	143	62	174	115	17
KATNAL2	0	4	229	75	37	0	1	181	0	381	0	6	202	1
KATNB1	8	641	5565	699	1022	272	16	1464	22	449	30	153	216	42
KATNBL1	190	1558	15083	2477	4627	720	187	4465	345	709	316	792	364	172
KATNBL1P6	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KAZALD1	0	6	22	0	0	0	0	0	0	0	0	0	0	0
KAZN	169	618	5557	1512	1330	289	64	2595	117	466	153	416	7	95
KBTBD11	347	405	9851	2075	1671	591	226	3706	374	473	51	606	68	307
KBTBD11-OT1	2	5	873	193	688	3	35	466	41	160	2	60	1	2
KBTBD12	2	4	560	263	150	17	0	116	3	1	7	3	0	48
KBTBD13	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD2	161	449	7192	1002	2258	102	29	2379	135	419	60	223	92	135
KBTBD3	67	19	1810	96	517	39	106	994	1	10	4	38	130	101
KBTBD4	0	20	33	14	33	0	0	4	0	0	2	0	0	0
KBTBD6	344	3712	23549	3702	3748	293	222	5698	167	1092	471	1192	147	140
KBTBD7	161	584	4153	512	842	50	50	1705	0	204	86	152	255	68
KBTBD8	2	52	557	45	90	39	0	62	2	6	31	2	0	60
KC6	0	0	0	2	2	0	0	0	0	0	0	0	0	0
KCCAT198	0	0	0	0	0	0	0	7	0	0	0	0	0	0
KCCAT211	0	0	53	15	0	0	0	2	0	1	0	0	0	1
KCCAT333	0	0	3	0	0	0	0	19	0	0	0	38	1	0
KCMF1	32	585	6182	1209	1788	287	0	1551	99	137	6	293	82	465
KCNA1	0	3	242	9	3	0	0	118	0	0	0	0	0	0
KCNA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA2	11	104	324	38	214	73	1	300	2	85	119	135	2	4
KCNA3	34	1912	5533	1848	673	137	96	977	190	201	43	469	89	223
KCNA4	2	231	199	105	35	0	0	67	13	0	0	0	1	2
KCNA5	0	28	146	145	159	86	22	25	0	0	45	33	94	35
KCNA6	80	444	3086	1447	523	300	0	1097	94	45	48	203	30	441
KCNA7	1	3	135	10	1	2	0	12	2	1	0	5	0	0
KCNAB1	107	408	4144	1064	897	102	56	759	45	361	190	277	3	23
KCNAB1-AS1	0	0	26	13	0	0	0	0	0	0	0	0	0	0
KCNAB1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNAB2	5	87	2129	372	160	0	0	258	56	60	12	105	104	1
KCNAB3	10	123	2212	497	1429	2	40	1849	6	432	13	232	8	18
KCNB1	0	680	1573	803	157	1	57	325	2	59	85	30	0	295
KCNB2	1	346	1748	450	188	0	0	399	11	155	0	62	0	0
KCNC1	21	550	2332	649	241	2	1	741	71	73	66	170	130	42
KCNC2	56	1133	2829	1026	116	46	74	579	308	51	32	300	54	89
KCNC3	0	1	139	22	43	0	17	17	16	2	2	2	0	1
KCNC4	36	75	1091	552	38	2	10	140	2	42	2	142	4	3
KCNC4-AS1	0	0	5	0	21	0	0	0	0	0	0	0	0	0
KCND1	0	1	62	194	2	0	0	23	0	54	0	2	0	1
KCND2	248	303	4109	688	481	49	19	811	1	726	170	414	4	19
KCND3	0	0	60	2	0	0	0	2	0	0	0	1	0	0
KCND3-AS1	0	140	3	1	1	0	0	3	0	2	0	0	1	0
KCND3-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNE1	0	0	414	94	87	0	0	84	1	1	0	0	0	0
KCNE2	0	1	392	1	122	39	0	39	0	0	0	1	0	1
KCNE3	0	6	114	32	10	0	1	82	0	5	0	6	724	11
KCNE4	8	5	120	71	142	110	0	52	0	172	0	11	0	0
KCNE5	370	85	554	174	976	1898	257	198	0	391	133	6	3	85
KCNF1	1	362	2155	700	40	103	0	220	41	208	79	180	5	3
KCNG1	2	12	1455	294	536	72	0	1068	0	60	15	79	8	0
KCNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNG3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
KCNG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH1	0	19	49	23	1	1	0	3	0	0	0	0	171	0
KCNH2	1	263	2350	895	746	6	0	746	1	52	18	132	5	70
KCNH3	62	40	940	295	204	24	2	145	3	81	23	5	0	0
KCNH4	0	19	43	125	1	1	0	145	9	0	0	22	1	7
KCNH5	0	91	308	343	24	0	0	90	1	0	4	0	0	0
KCNH6	0	4	56	88	5	0	2	101	0	31	0	2	1	2
KCNH7	0	55	1920	62	401	0	0	732	116	4	0	1	5	1
KCNH8	6	419	3603	595	453	2	3	961	64	191	0	19	1	0
KCNIP1	22	446	1020	186	251	16	1	378	0	416	271	129	2	7
KCNIP2	305	1001	3121	498	437	407	1	539	24	670	82	197	24	25
KCNIP2-AS1	0	0	89	18	0	0	0	0	0	0	0	0	0	0
KCNIP3	25	185	1146	51	143	180	1	397	2	632	114	18	28	12
KCNIP4	8	75	2003	233	393	0	1	525	1	267	57	291	9	44
KCNIP4-IT1	0	10	1012	312	80	1	0	889	0	11	0	126	1	3
KCNJ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ10	477	33	208	32	746	304	96	583	3	178	34	57	1	15
KCNJ11	6	239	955	112	76	7	20	456	13	6	1	478	3	13
KCNJ12	43	0	143	8	1	0	0	33	0	1	0	0	0	0
KCNJ13	0	11	33	145	2	0	0	127	0	25	0	2	0	0
KCNJ14	60	1	333	28	253	0	0	21	0	0	0	27	1	2
KCNJ15	0	0	3	0	0	0	0	1	0	0	1	0	0	0
KCNJ16	118	3	179	22	126	97	0	25	0	287	54	304	3	1
KCNJ18	0	0	20	0	0	0	0	0	0	0	0	0	0	0
KCNJ2	0	42	177	73	4	2	0	25	4	4	1	4	0	5
KCNJ2-AS1	0	0	96	0	0	0	0	78	0	0	0	1	0	0
KCNJ3	1	414	2228	825	138	4	40	305	0	116	5	142	8	2
KCNJ4	0	19	144	95	46	0	0	71	0	55	0	19	0	0
KCNJ5	5	66	576	225	168	25	7	230	8	15	9	36	17	14
KCNJ6	56	362	5707	519	525	26	0	564	1	106	111	71	58	20
KCNJ8	23	201	32	222	301	52	0	63	28	393	0	2	2	1
KCNJ9	0	67	129	0	1	0	0	6	0	0	0	1	0	0
KCNK1	5	116	301	46	72	4	43	81	4	253	1	73	0	2
KCNK10	145	569	3040	742	1168	223	10	839	21	252	12	239	19	48
KCNK12	0	58	383	135	92	0	74	341	5	2	75	55	36	1
KCNK13	0	1	1	0	0	0	0	0	0	0	0	0	44	0
KCNK15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK17	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KCNK18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK2	55	393	5754	869	199	10	2	1374	1	276	88	277	8	33
KCNK3	0	281	1445	191	203	0	0	194	0	4	2	40	2	32
KCNK4	0	28	337	85	5	0	23	74	0	2	2	14	0	0
KCNK5	0	0	49	3	0	0	0	0	0	0	0	0	0	1
KCNK6	1	3	139	10	13	4	0	51	0	0	0	4	86	73
KCNK7	0	0	0	0	0	0	0	0	0	0	0	0	10	0
KCNK9	1	102	716	183	130	1	19	162	1	87	0	45	2	33
KCNMA1	227	238	5042	1581	1071	115	5	1418	8	39	86	582	36	100
KCNMA1-AS1	0	0	0	0	0	0	0	0	0	0	0	9	0	0
KCNMA1-AS2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
KCNMA1-AS3	0	0	15	23	9	0	0	0	0	0	0	0	0	0
KCNMB1	2	0	2	4	75	117	0	0	0	100	0	1	0	0
KCNMB2	1	115	1257	135	58	0	0	157	0	99	6	15	1	1
KCNMB2-AS1	0	70	153	10	7	0	0	94	6	37	0	1	0	0
KCNMB3	100	299	1674	369	500	2	51	399	29	171	77	81	103	31
KCNMB4	147	834	7153	1912	776	62	11	1707	219	283	6	173	84	98
KCNN1	61	372	1771	474	528	1	18	709	68	89	2	85	24	54
KCNN2	75	166	1171	364	430	311	31	297	27	50	0	19	2	0
KCNN3	418	234	6397	409	2100	244	54	3316	142	49	1	188	22	31
KCNN4	0	4	34	19	144	2	1	2	0	1	8	0	0	1
KCNQ1	0	318	1426	222	151	1	20	259	49	72	2	1	144	135
KCNQ1-AS1	0	0	4	0	4	0	0	3	0	21	0	0	0	2
KCNQ1DN	0	0	2	0	39	0	0	81	0	0	0	0	0	0
KCNQ1OT1	773	8648	59114	21825	6536	1215	805	16199	994	4074	980	4873	880	2343
KCNQ2	346	1026	9172	1391	3350	154	146	3610	153	1647	195	361	8	82
KCNQ3	172	1041	12960	2521	2626	60	224	3791	66	762	57	722	433	323
KCNQ4	0	33	179	137	20	2	1	83	0	1	0	132	1	2
KCNQ5	33	93	2698	415	174	157	0	967	0	16	42	66	14	105
KCNQ5-AS1	0	40	373	157	0	2	0	154	0	2	0	0	1	28
KCNQ5-IT1	33	22	2307	715	4	1	4	216	3	101	1	199	24	41
KCNRG	0	79	803	2	67	4	0	291	0	108	66	43	57	0
KCNS1	0	68	19	37	0	0	1	7	0	78	0	22	0	0
KCNS2	0	0	0	4	0	0	0	0	0	0	0	0	0	0
KCNS3	1	122	191	87	0	0	0	24	3	8	0	81	2	0
KCNT1	114	87	729	289	10	1	1	155	1	21	1	9	6	55
KCNT2	109	39	1585	404	623	72	0	501	2	141	54	125	2	1
KCNU1	0	0	0	0	1	0	0	138	0	0	0	0	0	0
KCNV1	51	50	805	134	5	0	23	181	0	3	0	33	0	30
KCNV2	0	0	11	0	1	0	0	2	0	0	0	0	0	0
KCP	1	19	218	5	8	0	0	6	0	70	0	1	0	6
KCTD1	2	262	3280	319	730	121	53	1072	80	104	3	130	45	20
KCTD10	6	722	6576	1554	1573	45	6	1470	37	191	212	120	237	28
KCTD11	1	34	463	155	101	89	0	222	0	1	3	6	0	0
KCTD12	161	3845	14502	4793	493	133	81	3355	398	550	466	721	5122	1774
KCTD13	67	789	9388	1350	1023	129	44	1863	87	373	199	367	108	317
KCTD14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD15	76	340	3542	1004	1114	215	7	1611	20	114	54	330	64	122
KCTD16	2	99	217	152	11	0	0	87	0	0	0	76	4	96
KCTD17	3	411	3771	744	469	164	1	744	15	310	56	158	74	118
KCTD18	27	268	1192	129	281	58	0	727	0	160	0	6	2	51
KCTD19	0	0	0	0	37	0	0	48	0	7	0	0	2	0
KCTD2	275	970	5267	2681	1219	190	84	1354	115	689	271	379	259	26
KCTD20	104	939	8778	961	2323	521	160	2645	203	328	53	284	299	326
KCTD21	51	30	858	138	476	63	1	322	2	31	44	65	1	23
KCTD21-AS1	0	1	48	22	99	0	0	105	3	0	0	0	0	0
KCTD3	19	550	4570	1155	1342	52	79	1601	68	334	70	226	31	40
KCTD4	0	1	103	0	0	0	0	63	0	210	52	38	0	0
KCTD5	95	582	3783	538	1022	255	58	894	33	251	128	246	170	244
KCTD6	477	318	6666	617	3801	491	125	3101	80	509	7	199	54	58
KCTD7	7	253	4390	581	393	280	27	1079	4	19	2	105	87	5
KCTD8	0	68	57	70	1	0	35	116	0	228	0	17	12	0
KCTD9	0	330	660	171	608	0	87	785	115	40	13	4	144	5
KDELC1	2	491	1525	335	1058	82	56	458	0	258	9	117	27	1
KDELC2	60	39	676	305	642	3	8	403	19	72	0	24	165	18
KDELR1	273	1256	12231	1053	4150	683	78	4414	328	808	259	422	875	272
KDELR2	431	1570	15001	1943	6806	816	226	5547	249	1770	310	685	1258	299
KDELR3	0	116	32	0	78	30	0	56	0	2	0	1	0	2
KDF1	0	1	48	1	2	0	0	0	0	13	0	0	0	0
KDM1A	265	1411	17186	2692	3373	258	213	6308	88	823	103	787	262	236
KDM1B	114	218	2652	680	398	16	0	948	146	136	5	84	535	30
KDM2A	28	998	6113	1555	1825	224	1	2716	147	164	95	344	455	79
KDM2B	30	501	8709	2120	1440	60	189	2858	38	467	108	261	304	37
KDM3A	15	367	3331	453	1387	168	6	1666	86	539	19	271	70	23
KDM3B	65	521	4638	897	1170	31	74	1988	68	111	2	67	304	109
KDM4A	32	392	2839	314	331	18	10	568	27	23	6	96	40	87
KDM4A-AS1	2	19	309	18	33	21	0	20	0	0	0	2	1	0
KDM4B	248	1662	10128	2075	1985	409	5	3582	198	341	104	438	118	497
KDM4C	0	167	1605	234	150	84	9	501	5	136	121	32	92	33
KDM4D	0	119	635	115	269	57	0	73	1	45	0	1	0	0
KDM4E	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM5A	542	3276	16139	3944	5626	389	179	5671	121	945	388	1207	914	529
KDM5B	626	3215	26015	3753	4144	281	243	7446	576	651	318	865	392	365
KDM5C	110	630	3950	1387	1069	134	10	1227	62	278	97	109	79	109
KDM5D	0	57	82	0	74	0	1	23	0	73	0	0	0	0
KDM6A	0	189	3039	341	551	22	16	888	2	262	0	114	153	21
KDM6B	55	1293	12317	2382	1769	42	207	4378	55	402	232	312	380	323
KDM7A	1	280	2377	379	342	2	23	753	150	41	0	31	534	7
KDM8	0	57	538	7	265	27	3	287	0	31	1	0	109	0
KDR	1	281	367	49	12	0	4	39	0	9	0	0	2	0
KDSR	320	827	7726	1064	1824	424	165	2473	76	736	90	104	538	72
KEAP1	166	873	9592	1006	4137	503	162	3229	70	638	143	322	316	83
KEL	0	80	104	18	20	1	1	3	0	1	1	1	2	1
KERA	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KGFLP1	79	346	1819	430	679	35	0	481	0	68	0	2	40	48
KGFLP2	4	217	2018	480	266	63	80	329	1	52	48	106	292	23
KHDC1	42	265	3103	550	1322	24	8	1461	127	452	78	260	6	4
KHDC1L	0	0	475	1	1	0	0	17	1	96	0	84	0	0
KHDC3L	0	1	39	39	46	0	0	85	0	0	0	3	0	0
KHDRBS1	365	4815	48880	7020	12366	559	477	17312	778	1621	586	1992	777	793
KHDRBS2	105	501	6207	845	939	69	20	1511	7	216	50	117	33	189
KHDRBS3	291	520	12400	3271	1387	111	35	3747	18	976	170	1034	89	412
KHK	33	63	737	123	193	23	5	264	37	15	0	15	9	11
KHNYN	58	62	1001	145	495	36	0	592	88	91	14	7	42	55
KHSRP	216	916	6696	1303	1797	392	55	4050	155	396	42	230	279	61
KIAA0020	99	2892	17911	3656	4384	337	260	5446	328	885	416	872	536	532
KIAA0040	0	182	40	11	0	0	0	1	0	0	0	1	97	0
KIAA0087	2	2	16	23	47	0	0	4	1	0	0	0	0	0
KIAA0100	8	326	3257	780	574	35	0	1636	42	211	41	148	136	105
KIAA0101	51	492	8939	489	20377	82	877	10088	415	1787	408	715	741	95
KIAA0125	0	3	2	0	0	0	0	0	0	1	0	0	60	0
KIAA0141	124	611	4527	828	1583	49	105	1834	38	140	95	375	181	129
KIAA0195	225	1327	6453	1055	1553	307	18	2488	251	411	57	108	281	165
KIAA0196	46	336	4016	391	938	167	10	1054	3	199	104	197	171	27
KIAA0226	188	987	5143	1281	754	234	44	1869	5	97	16	196	266	81
KIAA0226L	31	60	419	112	31	180	0	118	48	151	51	41	1311	157
KIAA0232	360	1425	8653	2502	1910	93	4	3723	16	498	181	502	189	254
KIAA0319	4	178	4229	1994	223	152	31	944	2	160	9	246	56	144
KIAA0319L	289	1143	11796	1868	3685	655	235	3466	311	574	47	414	441	135
KIAA0355	292	1495	9723	2300	2868	262	247	3033	338	386	78	371	333	422
KIAA0368	67	515	6571	1415	1102	219	118	2046	15	620	90	283	129	194
KIAA0391	28	307	2439	332	1329	125	10	555	1	84	95	223	3	427
KIAA0408	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KIAA0430	43	820	6690	1205	1277	103	128	2732	184	498	16	188	256	227
KIAA0513	38	377	3684	729	261	11	52	744	3	4	18	196	101	136
KIAA0556	89	438	1552	483	351	41	38	582	69	65	1	88	1	141
KIAA0586	99	1062	4184	843	2635	110	70	2094	80	237	1	121	403	103
KIAA0753	143	433	3287	662	544	26	47	692	25	136	0	30	42	113
KIAA0754	33	198	2995	404	341	303	82	698	0	17	1	8	2	1
KIAA0825	15	793	5104	1323	624	15	102	1538	25	161	127	542	118	103
KIAA0895	14	401	3247	676	387	13	4	1056	15	68	11	220	316	158
KIAA0895L	165	865	7504	1719	915	70	133	1754	260	230	94	740	106	100
KIAA0907	72	1304	4554	923	1062	49	94	1480	80	98	55	167	151	7
KIAA0922	82	1115	4331	846	1344	118	217	1696	118	440	27	154	77	4
KIAA0930	128	1322	9788	2634	1413	106	26	2652	83	396	284	382	467	629
KIAA1024	1	33	269	91	31	0	3	57	0	42	21	24	0	18
KIAA1024L	0	0	25	0	1	0	0	1	0	0	0	0	0	0
KIAA1033	276	817	5701	1325	2242	214	181	1962	52	635	200	340	810	288
KIAA1107	68	863	5336	2278	537	19	4	1408	258	264	156	442	42	75
KIAA1109	691	1640	13173	3479	2293	489	82	4814	595	527	93	637	204	25
KIAA1143	199	838	7733	1142	2919	557	52	2437	274	765	342	468	568	243
KIAA1147	202	567	3382	745	1526	430	5	2056	172	170	9	126	505	151
KIAA1161	194	54	1186	84	1586	371	5	738	108	133	3	44	4	5
KIAA1191	389	4113	28381	3994	6586	444	232	7900	244	831	418	577	351	351
KIAA1210	0	4	26	10	9	7	0	12	1	3	42	0	2	4
KIAA1211	144	3149	14206	3233	1930	173	305	3379	312	293	114	786	16	132
KIAA1211L	1	2	4	26	14	0	0	33	0	0	0	3	185	110
KIAA1217	0	181	611	207	533	9	53	436	163	23	13	45	3	2
KIAA1257	119	2	336	1	69	23	0	30	0	90	0	0	0	0
KIAA1279	156	1628	11114	845	3558	818	130	4582	128	600	335	658	328	85
KIAA1324	11	200	3152	557	430	11	35	825	89	65	5	65	4	82
KIAA1324L	36	404	1256	252	81	1	54	590	0	68	58	7	1	1
KIAA1328	1	454	770	435	219	142	40	357	62	182	18	9	24	22
KIAA1407	15	112	3037	664	1224	127	0	1304	148	139	3	232	140	51
KIAA1429	60	837	6569	1232	1698	144	41	2211	49	205	28	317	199	29
KIAA1456	270	302	14446	1476	1804	508	12	3122	24	277	56	467	30	37
KIAA1462	2	6	424	363	48	0	0	443	0	3	0	159	2	10
KIAA1467	49	741	4563	676	554	209	5	1236	14	289	10	128	13	18
KIAA1468	58	299	3854	272	320	16	26	948	50	150	28	188	42	111
KIAA1522	38	290	3450	658	447	42	15	1328	8	186	8	245	44	63
KIAA1524	18	1135	2551	847	1798	8	27	1247	1	373	223	373	122	262
KIAA1549	182	2604	21381	5532	2561	684	505	5177	251	1317	243	847	123	626
KIAA1549L	91	819	10992	2440	1405	280	17	2497	166	633	159	583	124	365
KIAA1551	60	1169	8506	1256	1523	166	207	2441	5	321	142	361	679	186
KIAA1586	140	1528	8310	1216	2345	70	36	2801	234	335	36	189	104	78
KIAA1614	0	29	835	121	516	4	0	84	0	111	4	4	1	0
KIAA1644	0	271	4551	860	340	12	46	796	19	123	17	219	28	107
KIAA1656	2	63	1285	219	185	128	4	154	13	17	4	24	6	4
KIAA1671	50	52	500	24	64	25	0	168	1	12	76	3	0	1
KIAA1683	7	85	1317	90	304	60	1	659	92	63	0	393	0	2
KIAA1715	242	1296	10352	1313	2472	580	30	2638	83	396	213	635	151	271
KIAA1755	1	77	693	17	317	0	13	280	4	1	0	1	2	1
KIAA1804	0	18	88	27	66	0	0	12	0	1	2	1	14	1
KIAA1841	84	1124	7576	1104	2619	288	54	2143	108	439	26	234	27	93
KIAA1875	6	3	286	52	56	172	2	401	0	2	0	6	12	1
KIAA1919	1	62	356	25	87	1	0	65	0	9	0	5	4	2
KIAA1958	6	834	2714	138	949	174	153	1217	250	145	56	4	84	51
KIAA2012	0	34	141	0	21	0	0	10	0	0	0	0	0	0
KIAA2013	7	264	3267	331	1022	4	13	1570	81	410	67	37	162	143
KIAA2018	91	1023	7242	1892	1748	28	153	1989	24	218	16	314	541	249
KIAA2022	79	1220	6550	1401	1010	84	150	2039	435	339	207	190	68	139
KIAA2026	322	3102	12602	3931	2166	65	207	4169	135	520	389	794	631	351
KIDINS220	711	9750	81922	12390	9005	1254	501	17795	1103	2341	830	2964	927	1250
KIF11	15	66	1562	159	3917	106	45	2373	287	362	44	18	439	6
KIF12	0	0	72	0	1	0	1	56	0	0	1	12	0	1
KIF13A	78	23	818	131	658	198	0	336	5	348	17	121	3	50
KIF13B	2	349	2368	169	916	204	1	967	79	201	0	4	305	44
KIF14	5	198	553	17	1604	19	2	728	5	267	1	5	10	3
KIF15	32	16	1550	36	4817	59	221	2945	100	499	11	76	148	9
KIF16B	6	260	4501	1518	324	70	33	1017	5	575	4	388	45	107
KIF17	0	70	117	238	1	12	48	59	0	5	1	6	23	15
KIF18A	0	3	473	53	1630	83	71	846	0	82	0	1	8	8
KIF18B	7	33	619	63	1159	12	27	881	26	74	7	65	10	12
KIF19	0	0	26	0	163	0	0	6	0	0	0	1	0	0
KIF1A	2078	9278	57077	14589	11110	4064	588	14833	763	2667	731	3999	1014	1547
KIF1B	1198	6664	54638	11845	11987	2334	652	17925	565	2036	796	2742	922	1724
KIF1C	35	180	2338	1055	383	28	1	584	22	34	2	177	114	36
KIF20A	0	133	922	9	4383	57	151	2125	79	288	0	45	54	1
KIF20B	41	722	4946	1284	6401	329	271	2944	32	759	113	292	874	215
KIF21A	683	5961	44812	9167	10953	878	340	14088	366	1100	266	1518	467	561
KIF21B	921	3756	32705	8363	3081	639	599	8377	529	1038	209	1773	444	739
KIF22	38	1504	9847	968	12878	504	550	6759	46	2418	529	577	651	250
KIF23	0	8	1505	219	4791	96	136	2225	34	375	0	3	144	32
KIF24	0	18	107	0	126	0	47	183	0	2	0	1	19	1
KIF25	0	138	199	20	0	0	0	47	77	1	0	0	75	0
KIF25-AS1	0	0	69	3	0	0	0	5	0	0	0	0	0	0
KIF26A	1	122	1226	58	65	0	20	538	0	12	1	82	14	4
KIF26B	0	86	541	166	219	0	0	243	0	0	0	2	0	62
KIF27	4	201	2702	327	561	22	0	556	9	42	0	85	31	130
KIF2A	449	6614	22908	5381	4740	594	207	4723	302	1587	353	770	659	222
KIF2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF2C	31	55	2488	63	5333	307	480	2091	26	784	30	3	339	4
KIF3A	339	6278	44035	6347	6112	766	447	9923	636	1778	871	2052	175	969
KIF3B	231	2652	19469	5207	2051	558	251	5854	343	582	333	1111	603	485
KIF3C	330	2593	23292	5028	2627	301	78	6375	343	602	183	1276	344	713
KIF4A	0	3	1453	5	4720	19	173	1924	96	178	0	499	766	1
KIF4B	0	0	59	0	1	0	0	1	0	121	0	0	0	0
KIF5A	2	967	4773	1215	1007	61	158	1337	53	198	75	235	0	0
KIF5B	701	8553	60709	6284	19090	1954	644	14835	917	3350	871	1216	1089	893
KIF5C	1178	6604	62286	13583	8303	1376	548	22614	486	2233	692	3278	993	1541
KIF6	0	2	179	111	13	78	0	20	0	1	0	68	0	0
KIF7	0	23	687	57	99	18	0	112	139	2	0	13	1	1
KIF9	136	178	2722	474	1461	197	189	1022	304	123	1	33	64	124
KIF9-AS1	63	34	822	104	381	109	31	242	0	23	48	0	9	0
KIFAP3	789	5097	56000	7637	5915	1447	497	11684	184	1558	839	2092	435	643
KIFC1	0	5	401	9	1132	33	81	381	0	173	2	13	42	0
KIFC2	0	3	93	7	6	1	0	6	0	6	0	3	0	4
KIFC3	139	232	4781	612	97	227	87	574	10	234	80	128	53	11
KIN	265	2432	12065	1962	2794	116	284	4022	405	901	390	216	284	443
KIR2DL1	0	2	0	0	0	0	0	0	0	0	0	1	0	1
KIR2DL3	0	0	1	1	0	0	0	0	0	0	0	1	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	21	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DX1	4	16	126	34	20	0	1	38	1	5	1	5	10	30
KIRREL	2	3	1350	229	197	225	0	370	3	136	69	1	0	0
KIRREL2	0	13	356	36	55	1	0	3	0	2	1	0	0	0
KIRREL3	172	491	1342	597	113	69	49	211	2	53	47	210	60	2
KIRREL3-AS2	63	357	991	692	395	162	74	408	27	70	6	74	0	9
KIRREL3-AS3	0	0	1	0	0	0	0	17	0	0	0	0	0	1
KISS1	0	0	7	0	0	0	0	0	0	2	0	0	0	0
KISS1R	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIT	63	222	4800	1423	653	108	2	1184	5	61	91	303	9	25
KITLG	36	809	1474	517	495	99	19	425	18	45	33	263	66	102
KIZ	34	1439	4133	492	711	157	39	1440	58	918	111	328	129	146
