Gene symbol	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
PCMT1	16.605613	29.6497565	27.9844885	21.6403645	17.3456835	12.478377	25.196447	34.5214	34.4091	35.358	36.4011	34.033
PTP4A1	21.567039	7.5850005	6.3522825	10.3524205	11.3194785	2.9610645	4.617267	11.8881	9.75457	11.5346	10.1979	10.5519
PCCA	13.6502255	6.9184425	14.7774255	8.387448	3.3650195	5.6192775	18.391419	23.5217	24.2968	27.1763	26.4026	25.5515
GYPC	0.2988045	0.2033185	1.043482	0.1	0.1	0.3979515	1.932196	6.69989	7.62293	5.73851	7.68436	5.87146
BICD1	3.6258575	5.26684	5.627349	3.4175045	0.9588765	0.1	0.1	1.92217	1.81874	2.23139	1.92143	1.94187
ALDH18A1	7.225546	8.025949	16.969028	9.2050935	1.461778	3.43213	4.4942285	41.6747	43.6836	45.441	43.4179	51.6419
STYX	1.4395285	1.078442	1.2366445	0.641223	0.1354005	0.1329035	1.515145	5.30809	4.20055	4.64212	4.43991	3.80442
BAX	26.019882	30.6717985	50.3965345	50.3490245	32.3054395	79.117024	40.9601205	201.205	245.124	204.148	244.153	212.874
CNPY3	20.0101305	14.1655295	35.706008	31.266141	19.964009	107.393423	16.8778735	41.0703	43.4579	41.2444	45.2251	45.4727
CMTM6	14.092376	4.099202	36.4549365	15.7338235	7.3506925	272.8573335	68.659399	24.3404	25.2911	26.6663	26.0232	26.3542
SMAP1	15.90576	28.82169	24.855793	32.652699	17.3156135	7.784508	26.7111875	50.1836	45.4993	50.2645	45.4367	45.0817
SEC63	24.085165	11.6417825	16.5625605	13.475789	4.572665	3.756731	18.2848915	24.5366	21.6472	23.1181	24.8501	22.889
WDR7	6.3148755	13.659734	10.264507	10.844272	5.149061	2.7333265	3.714237	9.4014	9.2369	11.509	9.89703	9.33248
HGS	9.671954	21.832923	18.979396	22.0878545	17.485161	16.474175	12.336798	26.4115	29.6555	30.8543	30.995	27.9156
FAM53B	5.950129	1.911372	2.049892	12.587425	17.3604565	11.586526	2.163705	6.37438	6.43218	7.91714	6.59338	6.05569
FAM133B	11.4256975	9.92927	10.468745	7.4690435	2.7944735	3.9161395	8.7192935	12.6524	12.037	12.6013	12.2348	11.2518
MSI1	24.8238485	17.28878	12.8582025	3.579906	0.89264	0.531765	0.1	19.0593	18.7881	18.7706	21.5445	22.759
HMOX2	8.309499	16.6983965	24.6071655	25.9640835	65.875533	42.5099385	18.96406	43.3291	36.8887	39.1459	41.321	36.5328
NEURL2	1.502815	2.176907	1.7265695	0.6946735	0.519866	6.5121315	8.676901	2.29296	3.52209	2.07698	2.63754	2.61841
RNF111	9.202725	8.4830725	6.9600235	6.234639	1.906135	4.833258	7.76804	7.16584	7.25791	8.21752	7.57694	7.29056
PXDN	25.7612625	6.540272	5.2211495	3.7606085	0.447986	0.186814	20.838701	16.3761	20.0627	20.1278	18.4143	15.3101
GGNBP2	30.9628855	21.63773	14.52455	11.6388465	4.2879265	7.020027	22.2199925	27.1745	26.8202	28.9936	27.4561	26.8899
TRIM23	6.9651545	7.6993455	6.126692	5.379166	2.6244355	0.3406795	3.982193	5.50323	4.97917	5.41761	5.52985	5.17872
CYB5RL	0.60329	0.384231	0.998159	1.1641315	1.0273665	2.1129485	0.972499	3.25447	3.28369	3.78968	3.48993	3.76859
ANKIB1	10.2680915	8.2244445	10.710656	18.8177005	13.4341365	1.905167	7.399933	18.6555	19.153	21.4592	19.2251	17.6723
SGTB	5.4932725	23.2824325	5.815182	2.7623495	1.7472175	0.666456	5.3701115	4.75741	3.97163	5.01173	3.89297	4.32689
CIAO1	4.711534	5.7686705	6.2838175	4.7226955	3.6013405	7.311718	9.125153	12.8944	11.2871	12.1095	13.0865	12.174
TMED2	41.544838	31.4095165	51.3043375	72.3656345	43.972189	41.6116005	58.38768	128.725	109.936	111.078	122.424	109.449
ZBTB26	1.897455	1.073057	1.833429	1.3268825	0.3842815	0.106065	0.459581	1.7029	1.22767	1.76112	1.5397	1.27736
GEMIN7	8.388228	16.765301	17.213676	11.494363	11.4740215	21.8627495	29.8057975	43.1748	45.0921	43.4495	47.7833	46.2793
COX7B	11.452933	29.5324375	23.56459	19.360314	17.913202	10.274848	89.7958555	138.269	157.689	148.592	156.652	153.19
SNX15	4.875177	9.102158	7.5695775	35.4518085	45.2402285	8.845061	12.59088	12.8319	14.9683	14.3683	13.3551	13.0696
TOP3B	9.786034	6.7332705	8.199979	6.02731	3.0956255	8.754412	8.1044025	11.6776	12.2258	12.6744	14.0615	13.0507
RRAGC	17.251085	21.4543445	28.0142625	31.803238	15.727786	82.5637605	24.554227	45.4091	39.4462	43.5388	43.5502	36.0795
GAS7	2.646732	24.401838	4.127635	61.6089915	76.9744925	4.270087	0.230309	13.3609	13.9308	18.282	14.2733	15.4221
TRAF3IP1	3.6794765	5.1093015	1.8141595	0.8859595	0.445659	0.6826725	1.1128545	4.86903	4.31751	3.98132	5.175	4.84509
SKIV2L	18.325749	15.5309215	13.327692	15.404031	11.076749	12.1258855	11.1883255	16.8072	19.3544	18.9144	21.029	19.8956
NT5M	11.875315	16.774563	16.5117855	13.9748605	15.0248635	11.234664	11.594164	21.1904	25.7678	26.9755	24.8233	28.0344
TUSC2	4.9622225	15.131075	15.769254	8.5918865	8.2511925	8.8480575	12.210972	16.7063	18.6515	18.4986	19.1425	17.9024
FAM173B	4.920649	2.7621495	5.8044645	7.7480405	4.697142	5.290072	5.2141835	9.27021	9.68865	9.9329	11.4855	10.4777
ORAI3	5.702754	3.40578	7.992983	4.6888895	4.0289845	29.895079	10.5899475	9.85703	11.4741	10.6569	10.2937	9.09288
BBS1	2.1478345	4.3389455	3.6965865	1.977003	1.5492595	0.687686	0.683283	2.15943	2.78377	2.68308	2.76253	2.59228
STRADB	9.212623	12.0846125	11.744679	10.2879845	6.425258	11.01098	4.074361	12.0816	11.3022	11.6869	11.6702	11.3606
TMEM9	36.0139055	29.018611	77.3950145	32.7741365	7.1384865	18.655931	25.7463625	52.9219	57.4513	54.4654	58.4212	52.1068
ARNT2	23.1477455	25.3114125	37.1961185	15.175015	9.63027	2.862829	0.254294	30.9498	29.4212	33.0084	37.1315	31.81
ACSS1	61.423782	3.2467265	17.951451	5.462597	1.3017185	15.582971	0.1589285	15.0509	13.3936	15.3477	13.1974	15.4749
PYCR1	0.1781325	1.0047115	1.4057815	11.621147	2.4633335	0.2671765	0.458493	2.22786	3.30496	3.29336	3.41008	3.7972
XRCC5	5.0349255	2.428191	8.564703	2.9242345	1.137961	1.961517	2.9752635	21.2953	19.1616	20.2128	21.1949	20.5558
UQCR10	48.8730065	68.5638475	72.1286575	59.7013515	94.0632835	54.0491405	146.545208	572.181	677.483	629.974	748.099	726.011
SEC24A	7.284616	4.878667	4.8957295	5.5831005	1.2859945	3.747689	4.069997	6.22106	6.06692	7.4973	6.85659	7.07373
ULK1	10.605544	30.8551015	9.8795345	8.6342705	4.2570435	16.117438	14.0175615	10.1667	10.5268	11.707	10.556	9.59268
EHBP1	13.643146	7.557532	4.720253	3.3476725	0.8572735	0.384983	2.1863685	8.0981	7.09343	8.53105	7.71049	7.54856
TNFRSF21	14.685217	40.236899	30.509255	33.219552	8.963165	43.773613	7.4835495	81.2289	93.544	97.8121	100.58	95.7229
PBX2	9.0108805	7.280975	8.5691135	6.5558135	6.1964695	24.3962865	14.4953915	9.04695	9.07749	8.2702	10.2107	9.82539
STK25	21.691759	36.9322895	34.757111	27.7586535	21.358675	17.2837115	55.2995315	29.4398	32.2642	31.7289	32.763	33.2995
NDUFS2	43.839116	56.5946315	75.3187835	97.932709	100.397545	67.7464055	84.2998745	197.98	288.255	258.774	237.188	228.037
GGA1	13.133564	18.296176	16.3324005	13.012885	9.214774	30.0243015	18.398467	23.3387	29.5056	26.5196	29.3633	26.2254
PAPSS1	34.5788025	32.0581	131.3276445	133.879277	97.16748	31.37113	32.788482	63.5374	58.1929	66.7178	60.4893	65.8952
AKAP13	5.5233195	1.2750515	6.4750535	2.644499	0.274237	9.4992365	10.5798105	3.25722	4.47421	5.41174	4.03929	4.45356
PPP1R16A	11.5178755	11.8127145	12.33793	10.1130405	16.9101635	12.488017	4.677866	11.4622	14.7181	13.1703	15.29	13.365
EGFL7	2.114775	4.300199	2.312133	1.3117335	1.61712	6.1937405	373.660299	4.41175	4.99695	3.16454	3.83249	3.48123
SORD	1.4900785	2.1532195	4.2493935	1.5475165	2.029433	15.3454995	3.74347	26.2615	23.515	28.2031	26.0411	20.2223
STK17B	26.8924665	1.312706	7.6584935	2.5794405	1.0601225	7.443269	11.4982075	13.2817	10.286	12.8686	11.2264	9.74512
ARF1	51.105373	104.058946	109.893536	121.996217	93.4408145	227.1567745	201.0892275	206.741	207.252	207.912	208.21	194.252
DNM2	21.197743	12.8459985	21.327589	52.276819	46.4051885	66.784007	42.875928	44.3979	49.7995	49.8703	49.9456	44.562
SDCCAG8	3.054053	3.6942475	4.032893	3.902974	2.417451	3.152208	2.3825105	5.33476	6.19551	5.91127	5.36805	5.09463
SFXN4	2.906634	2.2588085	3.054436	2.967752	1.993549	1.1808125	1.4963165	1.42846	1.48152	1.60429	1.37827	1.69464
CBR4	5.9759015	2.9905365	5.3517755	2.772088	1.9028705	1.893497	5.3392105	14.6396	14.0868	13.2384	13.6942	14.4459
RAD9B	3.7039415	1.9689875	2.0862775	1.7424265	1.092617	1.146199	0.8835845	1.2011	1.54106	1.63632	1.36814	1.86142
PDCD2	4.5185465	6.7546945	6.855796	5.479578	4.7293105	6.7213075	5.1449675	17.4939	17.7124	19.1168	19.3626	19.2301
FBXO16	1.2489065	1.9337325	1.187519	0.701841	0.54961	0.1	0.4123065	3.27208	4.09714	3.42185	4.05658	2.63068
ANK3	0.190624	23.6723255	9.8429755	34.369306	17.2992625	0.780944	0.1	10.49	13.2262	14.6343	13.4648	15.5158
MAEA	20.185187	25.572841	18.8014275	18.124822	13.4497835	28.9829885	35.7449165	52.0772	56.7523	56.6048	58.3561	54.4487
TPMT	9.0373795	1.4252235	5.276445	4.265817	2.950366	0.23063	1.383232	8.03899	7.83678	8.77626	8.76106	8.32872
GMCL1	6.6991905	7.0077305	11.1077125	6.9546355	3.08155	2.140396	6.068528	10.1835	9.5868	10.9524	10.0171	9.88919
FCHO2	15.712983	7.644625	14.2466155	7.3208615	2.9509565	2.8648295	36.688906	13.9517	11.615	14.5439	12.1719	11.0483
EXOC6	1.7561075	3.0116255	4.286108	4.1550425	2.313478	2.1347285	16.9284395	8.31631	6.92565	7.52242	8.1379	7.9988
POMP	30.0878025	61.6817125	66.376799	60.61144	62.693054	90.405052	250.382443	218.475	229.497	210.544	225.951	233.308
NEIL1	4.458779	2.401988	4.276027	3.186567	2.7888525	2.4906625	3.4967485	3.97822	3.45338	3.05246	3.44367	3.96218
HSPA13	20.1906645	16.467973	25.043387	13.6388315	4.954043	3.4937205	14.790959	23.3647	17.2621	21.5323	20.065	17.9216
MAPKAP1	11.6827515	11.6414325	19.2988515	14.0040805	8.0147625	9.269917	16.9697275	33.0704	37.3463	39.879	39.6444	38.6587
AP4B1	5.762995	4.465243	4.1568195	4.0549855	3.1125125	2.371619	5.4417015	7.57889	6.9255	7.81434	8.33671	8.15822
PRKAA1	7.2724665	4.8427075	4.5603155	5.432036	2.9765795	2.2197125	9.5296345	10.8162	8.57347	9.98817	9.66406	8.29534
ABHD6	14.576099	3.300738	10.1211245	6.1026025	5.8383615	5.3845805	15.9291625	12.8933	14.1433	15.4318	14.6422	12.9263
GAN	3.0121765	2.1033965	1.5697485	1.9905425	0.5808235	0.917827	0.5050005	1.67058	1.90575	2.75017	1.61678	1.96598
ATG2A	7.495392	6.661099	5.687309	5.331755	3.903133	17.10312	5.332574	4.49926	5.19185	5.73886	5.26865	4.72474
LRIG1	129.0681555	8.6121365	7.7926895	3.6981735	3.016783	0.690079	11.7949015	117.203	138.463	136.506	145.965	146.621
STC1	0.329168	1.1778925	0.2869375	0.1	0.1	0.1	10.9862105	6.78626	4.21306	5.4195	5.3675	5.91761
ZUFSP	6.408021	2.703883	3.3949985	2.310501	0.351724	1.095857	4.074304	2.97969	2.15044	2.86803	2.57459	2.34809
RABGAP1	15.018305	12.214791	12.561712	11.2760435	4.9429515	2.9491495	12.6514845	22.4901	21.3851	24.3504	23.5296	21.4808
WDTC1	5.5014475	10.8425285	11.574187	11.2225095	14.2147645	13.240095	6.224928	14.7893	16.1976	16.0845	17.1606	15.2452
MLLT6	7.9390195	13.278683	8.804804	8.1308355	7.276733	25.9745425	3.5612975	5.51245	6.60139	6.79277	6.40538	6.58172
LRSAM1	5.050279	6.1364785	4.5565805	3.878101	3.113195	4.3045615	2.4414485	5.45035	5.73605	5.91726	6.61478	5.90505
RAB12	20.3080135	30.1996	31.124136	14.806805	6.033859	15.243386	83.682989	48.1112	47.186	48.2325	46.5871	43.4696
TRAF3	12.044767	12.8731235	9.173354	4.421803	2.949186	10.24604	2.067509	13.679	17.0588	18.3939	17.7878	16.9774
EEPD1	31.3482695	2.9321995	1.63512	0.4326645	0.7510835	12.479873	1.773158	4.36198	5.12016	4.68515	4.66213	4.19582
TPI1	39.7075035	84.161533	55.0409815	45.914796	67.5894735	95.061092	73.505962	338.948	322.764	282.497	272.799	300.632
SOCS6	7.7486025	3.70499	8.709381	8.8647875	4.2142695	8.593445	5.380937	9.33147	7.66329	8.28373	9.29716	8.18274
TNK2	35.5571635	22.1108975	30.3234935	30.717	11.2565205	10.14949	21.78915	18.8056	24.1113	22.5077	27.2306	28.2643
SAP30BP	5.8156095	10.9050455	11.9265845	12.46996	15.4655685	12.138156	9.942637	24.1417	23.8119	23.479	24.6327	22.3034
MTIF2	7.355925	4.271546	7.3281615	4.6879805	1.6279765	1.365317	5.597778	10.8016	10.365	9.90084	11.6581	10.2195
SLC25A11	19.7634595	38.09952	31.7609575	36.836575	29.0129985	55.6438975	30.4538765	75.1129	79.991	78.157	85.6624	82.0408
ARID4B	13.7772045	9.484189	7.0693355	8.3169065	1.790657	0.650644	10.834821	8.26912	7.55252	8.47785	7.95075	6.99455
PAFAH1B2	20.182487	54.097966	22.710784	37.523125	33.4552845	9.992995	29.855749	34.6419	29.5622	35.8692	31.6998	29.0355
PMM1	74.1321895	40.355096	26.0779885	24.712633	53.828257	11.3730075	4.238057	109.225	121.277	107.821	138.652	113.477
SSR2	40.2655485	39.7204475	88.670231	78.4825735	52.078236	73.8687435	134.92877	124.454	127.518	129.147	127.495	124.53
MEF2D	17.5095725	24.081437	11.5244625	13.085358	4.479041	40.812869	17.1319905	15.7122	15.5994	16.5007	17.2538	14.5916
LRRC57	8.9507145	6.262817	18.896464	12.49868	6.609153	3.689059	12.9884925	19.6027	19.7565	19.9481	20.5194	19.0987
GNA13	64.255253	16.2350465	17.55813	10.0472595	6.9028095	55.556847	25.7881515	37.0451	31.483	37.4558	37.4418	37.1528
NKX2-2	6.753586	1.064236	21.7844795	37.996483	7.6754105	0.1	0.1	13.6916	15.9501	18.8107	11.6388	15.072
TM2D3	15.8147435	12.4841645	26.154198	9.882187	5.8430715	22.0579395	29.40114	26.108	21.5789	26.1496	27.0681	23.7899
OBSL1	5.1909625	4.1215855	5.655923	1.7218275	0.1855905	0.192665	1.2508675	7.55122	8.85688	8.40839	7.91738	7.42272
EFNA4	2.8222195	0.856761	0.1694215	0.1	0.1	0.2816605	0.890648	3.75521	4.55932	3.45293	4.57906	3.16736
KRIT1	10.2627135	4.8128555	6.5065	3.937213	1.277907	0.582053	5.3399975	5.88158	5.57586	5.92795	5.86491	5.11074
SEC16A	9.9112995	7.231689	8.8019155	7.883317	3.0946525	6.848653	6.2730545	10.19	11.4642	13.6281	10.9672	11.5219
ZGPAT	24.634124	20.0405775	21.1993785	15.4886675	5.477597	14.506781	7.6914175	12.2689	14.9026	13.728	15.3899	14.0464
HADH	31.9720085	4.931606	17.1466235	51.5265055	63.8431925	17.336415	71.002986	76.8078	75.3915	74.9847	80.9862	82.4106
DGAT2	1.7838605	10.063747	6.129558	18.480599	16.9931825	8.145847	0.7226725	6.43579	5.87869	6.14446	5.27887	5.91241
ZNHIT1	4.787037	19.7111435	11.276462	11.4921775	13.068977	17.5862775	16.6153835	27.7969	29.7577	25.8268	28.7206	28.8551
EGLN1	11.297748	17.150632	23.272981	16.003054	14.397378	9.5009575	18.707253	48.3887	41.9866	34.5461	30.5771	45.5582
ARMC9	3.8334635	4.3237355	3.260665	2.6187925	1.6482345	1.502855	1.433853	5.52813	5.89808	5.82948	5.98331	6.08961
EGR4	1.4603315	3.699375	1.5416655	0.279938	0.6026295	2.350815	1.080631	0.525915	0.594881	0.490772	0.354913	1.16204
PARD6G	4.08902	7.3828675	5.824644	5.560223	0.5611315	0.5539925	15.4771	9.5519	10.4502	10.2601	9.66852	9.55729
RPGR	4.200319	5.1065665	1.8123445	1.339772	0.625047	0.153101	0.9474375	3.34946	3.47017	3.7956	3.05567	3.56325
WDR59	4.203794	6.728201	3.9546965	4.42665	3.086129	2.1289045	4.497049	4.67238	5.14445	5.7118	5.08736	5.13417
MEF2B	0.7874475	0.5316995	0.1697635	0.691494	1.0041815	0.196096	0.1653185	0.906752	0.906704	1.13077	1.05213	1.14809
TRIM9	232.6067905	25.765455	21.763833	3.7129795	3.2113075	2.273447	0.515701	28.1958	26.5484	31.648	40.5719	68.386
FAM35A	1.4460925	1.397844	1.0719765	1.0634805	0.4612335	0.4974245	1.6729395	2.39996	2.23696	2.25476	2.01043	2.49395
PIH1D2	0.8922175	0.2842475	0.257818	0.3608615	0.3269505	0.1319315	0.743383	1.69454	2.46747	1.7039	2.83386	2.06518
GALC	14.9029845	4.8005155	24.025581	19.6170285	7.298312	5.553149	9.8900015	25.174	24.2884	25.1874	26.9633	23.2394
CSAD	19.616336	6.28125	11.5387925	29.9359255	8.7959225	18.2239705	7.027871	21.6934	28.9693	22.9179	28.3947	27.8588
PGRMC2	11.587982	14.8440415	26.242212	16.256143	8.6024825	9.9340855	9.1846215	33.4305	30.3778	32.847	31.1476	28.2435
SNAPC1	8.4650865	7.284053	5.263556	2.3077545	0.8355765	1.2436415	3.7899745	14.0803	14.3464	18.2477	9.84252	9.5055
RASAL1	0.1014955	3.1031655	1.1647295	8.1969155	9.4609725	1.9508015	0.185193	0.604602	1.45391	0.597322	0.61356	0.694085
GIGYF1	12.9594295	15.864511	7.317657	5.899015	1.69789	7.184743	2.565056	3.80575	3.30369	3.94294	3.98429	3.84005
AGAP2	1.8520185	59.7742035	52.821368	12.6285805	15.98138	22.3432	0.6508375	3.74963	4.19137	4.55046	3.89582	4.66969
SPRY2	160.6917015	24.8437335	37.286614	12.6027085	6.4971365	0.853116	14.4431795	108.937	116.99	122.357	127.253	118.871
NDUFB7	23.44616	45.137677	69.8122275	64.525271	59.1420115	68.7800735	71.575502	221.335	284.447	245.718	281.568	245.514
SNX2	11.303665	11.338394	17.586677	9.28417	4.6499895	19.0830145	24.593962	29.9199	28.3853	29.1897	31.0612	26.5933
VPS13D	9.8669335	4.0828535	5.1674595	3.688337	1.520739	2.3026565	6.41032	3.08436	4.69918	5.07746	4.09143	4.32287
TMEM63A	3.778708	0.2245255	3.551262	41.7938135	111.4607015	120.916584	14.24917	7.02977	6.82127	6.89075	6.78071	6.27429
LZTS1	1.111012	1.374279	0.412371	0.1	0.60057	0.3561145	4.903325	0.626014	0.588569	1.02668	0.44647	0.545531
FRMD8	8.4862965	3.6271935	26.817213	77.8891335	111.83487	40.884836	17.54165	34.7685	42.163	39.5849	47.2857	42.0835
RNF7	18.8476415	28.2757615	38.2363075	60.934008	78.4676585	42.143424	55.5462015	80.162	76.4408	77.5487	74.7692	66.0823
B3GAT2	6.276125	4.018377	32.614699	14.8047185	1.1081775	0.119451	0.7903655	2.31613	2.69796	4.19786	2.61336	3.32874
NPEPPS	32.8908315	36.822751	25.6292755	16.1106525	8.7122945	9.057838	7.691054	46.7604	46.01	49.1979	46.1954	48.1304
SHD	9.325044	14.378084	19.729762	9.36194	3.4085465	0.88604	0.910426	3.34598	5.78597	3.94901	4.12599	3.35385
ABHD14A	6.924682	8.10837	8.510976	10.444957	11.909855	2.256586	2.9853985	27.1205	25.9534	22.165	33.8982	30.1728
PDCD6	22.778041	33.165299	35.3515625	35.13251	30.037599	13.246204	33.5662635	39.6831	41.7687	43.333	40.5167	43.303
CABLES1	5.068469	2.447586	7.78613	2.1200405	0.710579	61.02643	3.720917	5.64388	5.55731	6.76641	6.06018	5.01156
CKB	336.1133765	120.830114	428.430871	198.1590095	206.5192155	261.833628	10.10978	1547.64	1495.02	1591.61	1718.09	1746.25
PTPRA	63.600607	28.296217	44.64788	41.2561745	33.332224	34.981381	30.898334	91.9461	99.5437	106.965	100.096	101.906
RPAP2	5.2302935	2.8208535	3.585875	3.611005	2.9875135	1.12311	4.7140545	6.88364	4.83274	5.55265	6.4278	5.59289
SAP18	2.4059935	5.7547655	6.285752	5.8016795	5.332894	2.8877945	3.925779	8.67393	8.32795	8.86099	9.46233	9.43199
CHMP2A	23.8076845	34.160766	45.444829	51.758757	56.7025475	38.018126	74.2437085	98.8137	106.853	99.7003	97.8417	103.945
SEC22A	3.5116055	2.897683	5.892194	3.09876	2.499239	3.054757	5.684787	4.85884	3.9962	4.42498	4.82654	4.86821
NFKBIB	5.457524	8.0271875	12.9627065	27.4933815	11.8332245	103.211534	6.449613	10.7861	12.543	12.4349	12.2666	10.5081
AKIRIN1	19.124443	22.1968685	36.970134	33.480675	13.266184	23.5689615	21.616665	39.6394	36.8559	39.0532	35.1089	29.7206
HIST1H2AB	0.2953865	0.2313145	0.34551	0.148906	0.1	0.3170405	0.8934885	1.09409	1.40472	1.42197	1.16614	0.94391
COG3	11.620944	6.097563	10.1791425	8.907495	4.2031865	3.5767485	9.7033575	9.98129	10.1365	11.3209	10.0459	10.0681
LRFN1	2.799267	12.512489	11.2856845	7.023635	1.024874	3.6763195	0.887363	3.38214	3.46646	3.57915	3.42558	3.47035
BAIAP2	5.2447635	37.8249755	13.212909	13.768041	5.073387	22.9688175	48.226435	20.8039	25.4617	24.1517	24.8017	20.7433
FAM160B2	6.8444725	4.8160865	3.075735	2.45118	0.9570425	2.5396455	1.4649835	5.02588	5.30926	5.54084	5.69319	5.03832
DIP2C	4.5539285	8.982736	8.167323	7.848239	4.1149775	1.1582875	2.7756595	10.0879	12.0007	12.9128	11.2827	11.3836
PIGH	5.470372	1.884323	7.6080245	6.981273	4.9109865	1.8877575	3.464128	5.13003	5.79241	6.34527	5.83792	5.02616
TMEM147	36.3932455	36.2871235	72.495125	74.2946365	58.170376	41.0853325	54.8697335	84.6706	92.5725	98.8081	102.451	105.636
BTBD10	10.0787755	15.188775	9.8754005	7.3035155	3.8209325	2.0892765	13.6873295	13.9948	12.1838	14.4653	13.6098	12.2549
MRPL55	6.92536	7.2587325	7.73416	10.460322	9.961351	5.58398	12.877311	22.279	23.5886	24.2975	23.2312	23.01
COPB1	36.195641	19.4331845	35.5039075	30.035837	10.2398775	16.5246885	44.99325	60.7962	51.0253	60.4054	55.0954	54.1033
TRIM32	8.1287675	37.8237585	25.54094	8.0893465	7.0870005	4.8250175	3.130245	17.7991	20.2555	20.8979	20.9079	19.7458
ACSL4	9.908054	12.588471	6.031084	4.21585	1.7022805	3.49493	3.9259545	12.6292	7.78964	10.57	10.1413	8.75006
TMEM175	13.2534655	7.651379	9.965114	7.1826025	4.3829785	9.5302195	3.0232485	8.22856	8.22001	8.88872	9.7538	8.38891
SNRNP27	12.9834605	16.109855	21.6066725	21.4962665	18.172918	12.5996695	22.3989425	78.4407	75.9932	65.8141	70.9697	67.5256
DHX57	6.768695	8.6814635	4.954592	2.7343395	0.9889	1.8593575	3.075185	3.78387	4.05625	4.53451	4.33254	4.23539
HMGN3	91.6161225	34.4959515	36.8645985	30.2151905	23.831241	1.3193265	7.09997	97.7907	92.5533	87.2336	97.7009	85.0046
INPP4B	0.5614995	0.7349035	0.306269	0.1	0.1	1.0352055	1.356104	1.87185	1.96074	2.59428	1.94937	1.79777
CACHD1	19.065307	3.927541	4.947966	1.5908375	1.0853375	0.1258325	11.338667	13.7908	13.9827	14.3451	17.0055	13.7622
RELA	17.8374875	9.514856	17.5725045	11.0814695	11.2063275	97.4899445	32.673434	21.043	22.2998	22.3608	24.0262	20.7478
M6PR	24.378034	11.356167	37.9456125	31.983743	28.434265	113.319752	87.015028	46.7103	45.8772	49.824	46.676	44.5567
SDF2L1	3.692698	3.493923	27.1344205	27.1296925	9.751458	44.7258975	5.942264	23.1458	21.6761	23.1721	23.154	22.9072
PPP1R3D	6.9183535	2.710287	1.8457885	0.397006	0.2983805	2.354626	0.153522	2.21617	2.57599	2.26434	2.33256	2.92846
ANAPC16	19.6849475	19.326582	31.366339	35.671637	37.397335	33.8182375	41.0534745	42.9208	48.948	50.4944	48.1379	47.7671
ARL5A	7.2355665	10.010789	14.426621	25.059289	10.5889485	2.5250345	29.3325145	23.2805	18.622	21.8517	20.2454	18.7089
FN3KRP	3.670119	2.2993265	4.346528	2.3326735	2.262405	1.058746	0.640683	8.12252	6.36835	7.48979	7.30265	6.53205
ZFYVE21	28.93103	2.396253	8.7659195	6.656408	8.4960785	25.1864035	9.542072	16.1329	19.7622	20.234	19.005	19.3687
FAU	4.2372685	13.5426975	9.7107325	11.72735	6.7899405	21.412794	15.988563	83.395	116.861	92.3317	94.8909	72.7243
RTN3	166.2714695	346.778495	195.8643215	202.6022545	215.611672	75.9059955	59.164305	156.895	135.241	157.205	153.09	145.757
PFDN1	16.5194865	23.126544	26.8085615	22.0169635	21.0342785	13.192809	44.7600695	88.2444	91.4072	89.8261	96.6794	94.1863
CIRBP	46.4255605	97.59018	45.943485	30.8663655	21.4106915	21.542019	30.8830585	31.3338	31.9228	32.916	33.9528	29.6683
RPS6KC1	5.147635	6.443481	8.9383175	7.1108305	5.6245755	8.4357955	3.5534065	6.33924	7.27257	7.47043	7.26018	6.3484
TTC1	10.8907965	11.0669555	14.230156	17.916119	16.3069125	13.680453	13.090696	31.2914	33.0546	34.7141	31.63	31.0848
